keys_analyzed,total_numel,total_fp_changed,total_fp_changed_ratio,weighted_same_bucket_ratio_over_fp_changed,weighted_cross_bucket_ratio_over_fp_changed,weighted_q_survival_ratio_over_fp_changed,weighted_closer_to_uce_ratio_over_fp_changed,weighted_closer_to_base_ratio_over_fp_changed,weighted_tie_ratio_over_fp_changed,weighted_collapse_to_base_q_ratio_over_fp_changed,weighted_same_sign_ratio_over_fp_changed,mean_of_key_pct_l2_change,mean_of_key_pct_scalar_changed,mean_of_key_bucket_mean,mean_of_key_update_over_bucket_mean,median_of_key_update_over_bucket_median,mean_of_key_shrinkage,median_of_key_shrinkage
32,19169280,18809097,0.9812104053986378,0.34913956794417084,0.6508604320558291,1.0,0.9999960125677485,0.0,3.98743225153233e-06,7.336875342819488e-06,1.0,5.563038696462636,98.15310478210449,0.001052536476890964,1.3643165342509747,0.7704223096370697,0.9989201910793781,0.9999854862689972
