key,stage,block_id,family,attn_group,shape,numel,changed_count,changed_ratio,l1_delta,l2_delta_sq,l2_delta,linf_delta,mean_abs_delta,l1_share_global,l2_energy_share_global
up_blocks.1.attentions.2.transformer_blocks.0.norm3.weight,up,up_blocks.1,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.2.transformer_blocks.0.norm2.weight,up,up_blocks.1,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.2.transformer_blocks.0.norm1.weight,up,up_blocks.1,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.2.transformer_blocks.0.ff.net.2.weight,up,up_blocks.1,ff,non_attention,"(1280, 5120)",6553600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.2.transformer_blocks.0.ff.net.0.proj.weight,up,up_blocks.1,ff,non_attention,"(10240, 1280)",13107200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_q.weight,up,up_blocks.1,attn2_to_q,cross_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_out.0.weight,up,up_blocks.1,attn2_to_out,cross_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_v.weight,up,up_blocks.1,attn1_to_v,self_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_q.weight,up,up_blocks.1,attn1_to_q,self_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.resnets.0.conv_shortcut.weight,up,up_blocks.1,conv_shortcut,non_attention,"(1280, 2560, 1, 1)",3276800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_out.0.weight,down,down_blocks.0,attn2_to_out,cross_attention,"(320, 320)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_v.weight,down,down_blocks.0,attn1_to_v,self_attention,"(320, 320)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_q.weight,down,down_blocks.0,attn1_to_q,self_attention,"(320, 320)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.attentions.0.transformer_blocks.0.attn1.to_out.0.weight,down,down_blocks.0,attn1_to_out,self_attention,"(320, 320)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_q.weight,up,up_blocks.3,attn2_to_q,cross_attention,"(320, 320)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.resnets.2.norm2.weight,up,up_blocks.3,other,non_attention,"(320,)",320,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.resnets.2.norm1.weight,up,up_blocks.3,other,non_attention,"(640,)",640,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.resnets.2.conv_shortcut.weight,up,up_blocks.3,conv_shortcut,non_attention,"(320, 640, 1, 1)",204800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.resnets.2.conv2.weight,up,up_blocks.3,resnet_conv2,non_attention,"(320, 320, 3, 3)",921600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.resnets.2.conv1.weight,up,up_blocks.3,resnet_conv1,non_attention,"(320, 640, 3, 3)",1843200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_out.0.weight,up,up_blocks.2,attn2_to_out,cross_attention,"(640, 640)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.resnets.1.norm2.weight,up,up_blocks.3,other,non_attention,"(320,)",320,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.resnets.1.norm1.weight,up,up_blocks.3,other,non_attention,"(640,)",640,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.resnets.1.conv_shortcut.weight,up,up_blocks.3,conv_shortcut,non_attention,"(320, 640, 1, 1)",204800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.resnets.1.conv2.weight,up,up_blocks.3,resnet_conv2,non_attention,"(320, 320, 3, 3)",921600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.resnets.1.conv1.weight,up,up_blocks.3,resnet_conv1,non_attention,"(320, 640, 3, 3)",1843200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.resnets.0.time_emb_proj.weight,up,up_blocks.3,time_emb_proj,non_attention,"(320, 1280)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.resnets.0.norm2.weight,up,up_blocks.3,other,non_attention,"(320,)",320,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.resnets.0.norm1.weight,up,up_blocks.3,other,non_attention,"(960,)",960,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.resnets.0.conv_shortcut.weight,up,up_blocks.3,conv_shortcut,non_attention,"(320, 960, 1, 1)",307200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.resnets.0.conv2.weight,up,up_blocks.3,resnet_conv2,non_attention,"(320, 320, 3, 3)",921600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.resnets.0.conv1.weight,up,up_blocks.3,resnet_conv1,non_attention,"(320, 960, 3, 3)",2764800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.3.resnets.1.time_emb_proj.weight,up,up_blocks.3,time_emb_proj,non_attention,"(320, 1280)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.resnets.0.conv2.weight,down,down_blocks.0,resnet_conv2,non_attention,"(320, 320, 3, 3)",921600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.resnets.0.conv1.weight,down,down_blocks.0,resnet_conv1,non_attention,"(320, 320, 3, 3)",921600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.downsamplers.0.conv.weight,down,down_blocks.0,downsampler,non_attention,"(320, 320, 3, 3)",921600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.attentions.1.transformer_blocks.0.norm3.weight,down,down_blocks.0,other,non_attention,"(320,)",320,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.attentions.1.transformer_blocks.0.norm2.weight,down,down_blocks.0,other,non_attention,"(320,)",320,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.attentions.1.transformer_blocks.0.norm1.weight,down,down_blocks.0,other,non_attention,"(320,)",320,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.attentions.1.transformer_blocks.0.ff.net.2.weight,down,down_blocks.0,ff,non_attention,"(320, 1280)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.attentions.1.transformer_blocks.0.ff.net.0.proj.weight,down,down_blocks.0,ff,non_attention,"(2560, 320)",819200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_q.weight,down,down_blocks.0,attn2_to_q,cross_attention,"(320, 320)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_out.0.weight,down,down_blocks.0,attn2_to_out,cross_attention,"(320, 320)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_q.weight,down,down_blocks.0,attn2_to_q,cross_attention,"(320, 320)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_q.weight,down,down_blocks.0,attn1_to_q,self_attention,"(320, 320)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_out.0.weight,down,down_blocks.0,attn1_to_out,self_attention,"(320, 320)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
down_blocks.0.attentions.1.transformer_blocks.0.attn1.to_k.weight,down,down_blocks.0,attn1_to_k,self_attention,"(320, 320)",102400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
