key,stage,block_id,family,attn_group,shape,numel,changed_count,changed_ratio,l1_delta,l2_delta_sq,l2_delta,linf_delta,mean_abs_delta,l1_share_global,l2_energy_share_global
up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_v.weight,up,up_blocks.3,attn2_to_v,cross_attention,"(320, 768)",245760,241636,0.9832194010416667,156.6396484375,0.28546950221061707,0.5342934727668762,0.016427993774414062,0.0006373683572746813,0.005352729026724727,0.0022769836340596847
up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_v.weight,up,up_blocks.3,attn2_to_v,cross_attention,"(320, 768)",245760,240862,0.9800699869791667,144.68072509765625,0.24868863821029663,0.49868690967559814,0.0133056640625,0.0005887073930352926,0.00494406572386307,0.001983609299054487
down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v.weight,down,down_blocks.0,attn2_to_v,cross_attention,"(320, 768)",245760,241709,0.9835164388020833,114.69209289550781,0.1357279270887375,0.36841270327568054,0.009837150573730469,0.0004666833265218884,0.003919286725305368,0.001082603452462276
up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_v.weight,up,up_blocks.3,attn2_to_v,cross_attention,"(320, 768)",245760,240416,0.9782552083333333,105.07418823242188,0.13061955571174622,0.36141327023506165,0.008575439453125,0.00042754795867949724,0.003590621294937572,0.001041857670751674
up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_k.weight,up,up_blocks.2,attn1_to_k,self_attention,"(640, 640)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.0.proj_out.weight,up,up_blocks.2,proj_out,non_attention,"(640, 640, 1, 1)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.0.proj_in.weight,up,up_blocks.2,proj_in,non_attention,"(640, 640, 1, 1)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.0.norm.weight,up,up_blocks.2,other,non_attention,"(640,)",640,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.upsamplers.0.conv.weight,up,up_blocks.1,upsampler,non_attention,"(1280, 1280, 3, 3)",14745600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.1.transformer_blocks.0.ff.net.0.proj.weight,up,up_blocks.2,ff,non_attention,"(5120, 640)",3276800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_out.0.weight,up,up_blocks.2,attn1_to_out,self_attention,"(640, 640)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.1.transformer_blocks.0.ff.net.2.weight,up,up_blocks.2,ff,non_attention,"(640, 2560)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.1.transformer_blocks.0.norm1.weight,up,up_blocks.2,other,non_attention,"(640,)",640,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.resnets.2.norm2.weight,up,up_blocks.1,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.resnets.2.norm1.weight,up,up_blocks.1,other,non_attention,"(1920,)",1920,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.1.transformer_blocks.0.norm3.weight,up,up_blocks.2,other,non_attention,"(640,)",640,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.resnets.2.conv_shortcut.weight,up,up_blocks.1,conv_shortcut,non_attention,"(1280, 1920, 1, 1)",2457600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.resnets.2.conv2.weight,up,up_blocks.1,resnet_conv2,non_attention,"(1280, 1280, 3, 3)",14745600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.resnets.2.time_emb_proj.weight,up,up_blocks.1,time_emb_proj,non_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_k.weight,up,up_blocks.2,attn1_to_k,self_attention,"(640, 640)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.1.proj_out.weight,up,up_blocks.2,proj_out,non_attention,"(640, 640, 1, 1)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_out.0.weight,up,up_blocks.2,attn1_to_out,self_attention,"(640, 640)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.1.proj_in.weight,up,up_blocks.2,proj_in,non_attention,"(640, 640, 1, 1)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_q.weight,up,up_blocks.2,attn1_to_q,self_attention,"(640, 640)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.1.norm.weight,up,up_blocks.2,other,non_attention,"(640,)",640,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.0.transformer_blocks.0.norm3.weight,up,up_blocks.2,other,non_attention,"(640,)",640,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.0.transformer_blocks.0.norm2.weight,up,up_blocks.2,other,non_attention,"(640,)",640,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_v.weight,up,up_blocks.2,attn1_to_v,self_attention,"(640, 640)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_v.weight,up,up_blocks.2,attn1_to_v,self_attention,"(640, 640)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.0.transformer_blocks.0.ff.net.2.weight,up,up_blocks.2,ff,non_attention,"(640, 2560)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.0.transformer_blocks.0.ff.net.0.proj.weight,up,up_blocks.2,ff,non_attention,"(5120, 640)",3276800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_out.0.weight,up,up_blocks.2,attn2_to_out,cross_attention,"(640, 640)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_q.weight,up,up_blocks.2,attn2_to_q,cross_attention,"(640, 640)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_out.0.weight,up,up_blocks.2,attn2_to_out,cross_attention,"(640, 640)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_q.weight,up,up_blocks.2,attn2_to_q,cross_attention,"(640, 640)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_q.weight,up,up_blocks.2,attn1_to_q,self_attention,"(640, 640)",409600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.0.transformer_blocks.0.norm1.weight,up,up_blocks.2,other,non_attention,"(640,)",640,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_k.weight,up,up_blocks.1,attn1_to_k,self_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.2.proj_out.weight,up,up_blocks.1,proj_out,non_attention,"(1280, 1280, 1, 1)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.2.proj_in.weight,up,up_blocks.1,proj_in,non_attention,"(1280, 1280, 1, 1)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.2.norm.weight,up,up_blocks.1,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.1.transformer_blocks.0.norm3.weight,up,up_blocks.1,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.1.transformer_blocks.0.norm2.weight,up,up_blocks.1,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.1.transformer_blocks.0.norm1.weight,up,up_blocks.1,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.1.transformer_blocks.0.ff.net.2.weight,up,up_blocks.1,ff,non_attention,"(1280, 5120)",6553600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.1.transformer_blocks.0.ff.net.0.proj.weight,up,up_blocks.1,ff,non_attention,"(10240, 1280)",13107200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_q.weight,up,up_blocks.1,attn2_to_q,cross_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.2.attentions.1.transformer_blocks.0.norm2.weight,up,up_blocks.2,other,non_attention,"(640,)",640,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.1.transformer_blocks.0.attn1.to_v.weight,up,up_blocks.1,attn1_to_v,self_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.1.transformer_blocks.0.attn1.to_q.weight,up,up_blocks.1,attn1_to_q,self_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.1.transformer_blocks.0.attn1.to_out.0.weight,up,up_blocks.1,attn1_to_out,self_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.1.transformer_blocks.0.attn1.to_k.weight,up,up_blocks.1,attn1_to_k,self_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.1.proj_out.weight,up,up_blocks.1,proj_out,non_attention,"(1280, 1280, 1, 1)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.1.proj_in.weight,up,up_blocks.1,proj_in,non_attention,"(1280, 1280, 1, 1)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.1.norm.weight,up,up_blocks.1,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.0.transformer_blocks.0.norm3.weight,up,up_blocks.1,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.0.transformer_blocks.0.norm2.weight,up,up_blocks.1,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.0.transformer_blocks.0.norm1.weight,up,up_blocks.1,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_out.0.weight,up,up_blocks.1,attn2_to_out,cross_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.resnets.2.conv1.weight,up,up_blocks.1,resnet_conv1,non_attention,"(1280, 1920, 3, 3)",22118400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.resnets.1.time_emb_proj.weight,up,up_blocks.1,time_emb_proj,non_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.resnets.1.norm2.weight,up,up_blocks.1,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.resnets.1.norm1.weight,up,up_blocks.1,other,non_attention,"(2560,)",2560,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.resnets.1.conv_shortcut.weight,up,up_blocks.1,conv_shortcut,non_attention,"(1280, 2560, 1, 1)",3276800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.resnets.1.conv2.weight,up,up_blocks.1,resnet_conv2,non_attention,"(1280, 1280, 3, 3)",14745600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.resnets.1.conv1.weight,up,up_blocks.1,resnet_conv1,non_attention,"(1280, 2560, 3, 3)",29491200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.resnets.0.time_emb_proj.weight,up,up_blocks.1,time_emb_proj,non_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.resnets.0.norm2.weight,up,up_blocks.1,other,non_attention,"(1280,)",1280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.resnets.0.norm1.weight,up,up_blocks.1,other,non_attention,"(2560,)",2560,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_out.0.weight,up,up_blocks.1,attn1_to_out,self_attention,"(1280, 1280)",1638400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.resnets.0.conv2.weight,up,up_blocks.1,resnet_conv2,non_attention,"(1280, 1280, 3, 3)",14745600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
up_blocks.1.resnets.0.conv1.weight,up,up_blocks.1,resnet_conv1,non_attention,"(1280, 2560, 3, 3)",29491200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
