keys_analyzed,total_numel,total_fp_changed,total_fp_changed_ratio,weighted_same_bucket_ratio_over_fp_changed,weighted_cross_bucket_ratio_over_fp_changed,weighted_q_survival_ratio_over_fp_changed,weighted_closer_to_uce_ratio_over_fp_changed,weighted_closer_to_base_ratio_over_fp_changed,weighted_tie_ratio_over_fp_changed,weighted_collapse_to_base_q_ratio_over_fp_changed,weighted_same_sign_ratio_over_fp_changed,mean_of_key_pct_l2_change,mean_of_key_pct_scalar_changed,mean_of_key_bucket_mean,mean_of_key_update_over_bucket_mean,median_of_key_update_over_bucket_median,mean_of_key_shrinkage,median_of_key_shrinkage
32,19169280,18818449,0.9816982693142361,0.33784171054692125,0.6621582894530788,1.0,0.9998635913087205,0.0,0.00013640869127949916,9.40566355920193e-06,1.0,5.850341068498799,98.20095698038737,0.0010526630803724402,1.434651706367731,0.8100827932357788,0.9990144576877356,1.0
