keys_analyzed,total_numel,total_fp_changed,total_fp_changed_ratio,weighted_q_survival_ratio_over_fp_changed,weighted_closer_to_fp_ratio_over_fp_changed,weighted_closer_to_base_ratio_over_fp_changed,weighted_tie_ratio_over_fp_changed,weighted_same_sign_ratio_over_fp_changed,mean_of_key_fp_mean_abs_delta,mean_of_key_fp_mean_abs_delta_changed_only,mean_of_key_q_mean_abs_delta_to_base_changed_only,mean_of_key_shrinkage,median_of_key_shrinkage
186,605204480,531096535,0.8775489153682405,1.0,0.9999618092029163,0.0,3.819079708362247e-05,1.0,0.0001063433634748611,0.0001162709689744725,0.00011627096785471827,0.9999886542879125,1.0
