key,stage,family,numel,fp_changed_count,fp_changed_ratio,fp_mean_abs_delta,fp_max_abs_delta,fp_mean_abs_delta_changed_only,q_mean_abs_delta_to_base_all,q_mean_abs_delta_to_base_changed_only,q_survival_count,q_survival_ratio_over_fp_changed,closer_to_fp_count,closer_to_base_count,tie_count,closer_to_fp_ratio_over_fp_changed,closer_to_base_ratio_over_fp_changed,tie_ratio_over_fp_changed,same_sign_count,same_sign_ratio_over_fp_changed,mean_shrinkage_ratio_changed_only,median_shrinkage_ratio_changed_only,l1_delta,l2_delta_sq
down_blocks.2.attentions.1.transformer_blocks.0.attn1.to_k.weight,down,attn1_to_k,1638400,1432575,0.8743743896484375,6.404613668564707e-05,0.00146484375,7.324795296881348e-05,6.404613668564707e-05,7.324795296881348e-05,1432575,1.0,1432546,0,29,0.9999797567317592,0.0,2.0243268240755284e-05,1432575,1.0,0.9999898672103882,1.0,104.93318939208984,0.015380029566586018
down_blocks.1.resnets.0.conv1.weight,down,resnet_conv1,1843200,1612551,0.8748649088541667,5.68128889426589e-05,0.00390625,6.493904220405966e-05,5.68128889426589e-05,6.493904220405966e-05,1612551,1.0,1612509,0,42,0.9999739543121426,0.0,2.604568785731428e-05,1612551,1.0,0.999987006187439,1.0,104.71751403808594,0.014916189946234226
down_blocks.2.attentions.1.transformer_blocks.0.attn1.to_q.weight,down,attn1_to_q,1638400,1433050,0.874664306640625,6.374337681336328e-05,0.001953125,7.28775339666754e-05,6.37433840893209e-05,7.28775339666754e-05,1433050,1.0,1433021,0,29,0.9999797634416105,0.0,2.0236558389449077e-05,1433050,1.0,0.9999898672103882,1.0,104.43714904785156,0.015212634578347206
down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v.weight,down,attn2_to_v,491520,462102,0.94014892578125,0.00021099713922012597,0.00396728515625,0.0002244294882984832,0.00021099713922012597,0.0002244294882984832,462102,1.0,462102,0,0,1.0,0.0,0.0,462102,1.0,1.0,1.0,103.70931243896484,0.06592005491256714
up_blocks.1.attentions.0.transformer_blocks.0.attn1.to_k.weight,up,attn1_to_k,1638400,1432937,0.8745953369140625,6.034876059857197e-05,0.001953125,6.900192238390446e-05,6.034876059857197e-05,6.900192238390446e-05,1432937,1.0,1432900,0,37,0.9999741789066791,0.0,2.5821093320920597e-05,1432937,1.0,0.9999870657920837,1.0,98.87541198730469,0.013611424714326859
up_blocks.1.attentions.0.transformer_blocks.0.attn1.to_q.weight,up,attn1_to_q,1638400,1433306,0.874820556640625,6.0148187913000584e-05,0.001953125,6.87548890709877e-05,6.0148187913000584e-05,6.87548890709877e-05,1433306,1.0,1433270,0,36,0.9999748832419595,0.0,2.5116758040502166e-05,1433306,1.0,0.9999874234199524,1.0,98.54679107666016,0.01349189504981041
up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v.weight,up,attn2_to_v,491520,450392,0.9163248697916667,0.00019625565619207919,0.00429534912109375,0.00021417695097625256,0.00019625565619207919,0.00021417695097625256,450392,1.0,450392,0,0,1.0,0.0,0.0,450392,1.0,1.0,1.0,96.46357727050781,0.07793261110782623
up_blocks.1.attentions.0.transformer_blocks.0.attn1.to_out.0.weight,up,attn1_to_out,1638400,1433325,0.8748321533203125,5.630682790069841e-05,0.00146484375,6.436299736378714e-05,5.630682790069841e-05,6.436299736378714e-05,1433325,1.0,1433295,0,30,0.9999790696457538,0.0,2.0930354246245616e-05,1433325,1.0,0.9999895095825195,1.0,92.25310516357422,0.011759065091609955
up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_k.weight,up,attn2_to_k,491520,443787,0.902886962890625,0.0001840340264607221,0.0049591064453125,0.0002038284292211756,0.0001840340264607221,0.0002038284292211756,443787,1.0,443787,0,0,1.0,0.0,0.0,443787,1.0,1.0,1.0,90.45640563964844,0.09559307992458344
up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_q.weight,up,attn2_to_q,409600,369438,0.9019482421875,0.00021813594503328204,0.005462646484375,0.00024184973153751343,0.00021813594503328204,0.00024184973153751343,369438,1.0,369438,0,0,1.0,0.0,0.0,369438,1.0,1.0,1.0,89.34848022460938,0.11157713085412979
up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_v.weight,up,attn2_to_v,491520,453655,0.9229634602864584,0.0001809040695661679,0.0032806396484375,0.00019600350060500205,0.0001809040695661679,0.00019600350060500205,453655,1.0,453655,0,0,1.0,0.0,0.0,453655,1.0,1.0,1.0,88.91796875,0.055795155465602875
up_blocks.1.attentions.0.transformer_blocks.0.attn1.to_v.weight,up,attn1_to_v,1638400,1433305,0.8748199462890625,5.4123047448229045e-05,0.0009765625,6.186765676829964e-05,5.4123047448229045e-05,6.186765676829964e-05,1433305,1.0,1433273,0,32,0.9999776739772763,0.0,2.2326022723705004e-05,1433305,1.0,0.999988853931427,1.0,88.67520141601562,0.010825678706169128
up_blocks.3.resnets.1.conv1.weight,up,resnet_conv1,1843200,1611411,0.8742464192708334,4.7772562538739294e-05,0.001953125,5.464427886181511e-05,4.7772562538739294e-05,5.4644271585857496e-05,1611411,1.0,1611366,0,45,0.9999720741635747,0.0,2.7925836425344e-05,1611411,1.0,0.9999860525131226,1.0,88.05438995361328,0.012102916836738586
up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_out.0.weight,up,attn2_to_out,409600,380781,0.92964111328125,0.00021095931879244745,0.0042572021484375,0.0002269255492137745,0.00021095931879244745,0.00022692550555802882,380781,1.0,380781,0,0,1.0,0.0,0.0,380781,1.0,1.0,1.0,86.408935546875,0.06348118185997009
up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_out.0.weight,up,attn1_to_out,1638400,1433178,0.874742431640625,5.273612623568624e-05,0.00390625,6.0287598898867145e-05,5.273612623568624e-05,6.0287598898867145e-05,1433178,1.0,1433137,0,41,0.9999713922485554,0.0,2.8607751444691447e-05,1433178,1.0,0.9999856948852539,1.0,86.40287017822266,0.010410195216536522
up_blocks.1.attentions.1.transformer_blocks.0.attn1.to_out.0.weight,up,attn1_to_out,1638400,1432448,0.874296875,5.254139250610024e-05,0.001953125,6.0095597291365266e-05,5.254139250610024e-05,6.0095597291365266e-05,1432448,1.0,1432411,0,37,0.9999741700920383,0.0,2.5829907961754982e-05,1432448,1.0,0.9999870657920837,1.0,86.08381652832031,0.010235844179987907
down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_k.weight,down,attn2_to_k,491520,446006,0.9074015299479167,0.00017252289399039,0.003368377685546875,0.00019012848497368395,0.00017252289399039,0.00019012848497368395,446006,1.0,446006,0,0,1.0,0.0,0.0,446006,1.0,1.0,1.0,84.79845428466797,0.060921989381313324
down_blocks.2.attentions.1.transformer_blocks.0.attn1.to_out.0.weight,down,attn1_to_out,1638400,1432701,0.8744512939453125,5.07117438246496e-05,0.001953125,5.7992645452031866e-05,5.07117438246496e-05,5.7992645452031866e-05,1432701,1.0,1432671,0,30,0.9999790605297267,0.0,2.0939470273281028e-05,1432701,1.0,0.9999895095825195,1.0,83.08612060546875,0.009522011503577232
up_blocks.3.resnets.2.conv1.weight,up,resnet_conv1,1843200,1611584,0.8743402777777778,4.4889773562317714e-05,0.001953125,5.1341306971153244e-05,4.4889773562317714e-05,5.1341306971153244e-05,1611584,1.0,1611523,0,61,0.9999621490409436,0.0,3.785095905643144e-05,1611584,1.0,0.9999810457229614,1.0,82.74082946777344,0.010455782525241375
up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_v.weight,up,attn1_to_v,1638400,1432672,0.87443359375,5.008869629818946e-05,0.00048828125,5.728130417992361e-05,5.008869629818946e-05,5.728130417992361e-05,1432672,1.0,1432650,0,22,0.9999846440776395,0.0,1.5355922360456544e-05,1432672,1.0,0.999992311000824,1.0,82.06532287597656,0.009254010394215584
up_blocks.1.attentions.1.transformer_blocks.0.attn1.to_v.weight,up,attn1_to_v,1638400,1433407,0.8748822021484375,5.004741615266539e-05,0.00048828125,5.720475019188598e-05,5.004741615266539e-05,5.720475019188598e-05,1433407,1.0,1433356,0,51,0.9999644204332754,0.0,3.557956672459392e-05,1433407,1.0,0.9999822378158569,1.0,81.99768829345703,0.009254520758986473
mid_block.attentions.0.transformer_blocks.0.attn1.to_out.0.weight,mid,attn1_to_out,1638400,1433264,0.874794921875,4.812664701603353e-05,0.0009765625,5.5014777899486944e-05,4.812664701603353e-05,5.501477062352933e-05,1433264,1.0,1433225,0,39,0.9999727893814399,0.0,2.7210618560153607e-05,1433264,1.0,0.9999864101409912,1.0,78.85070037841797,0.008534396067261696
down_blocks.2.attentions.1.transformer_blocks.0.attn1.to_v.weight,down,attn1_to_v,1638400,1431840,0.87392578125,4.7021134378155693e-05,0.00048828125,5.380450238590129e-05,4.7021134378155693e-05,5.380450238590129e-05,1431840,1.0,1431800,0,40,0.9999720639177562,0.0,2.7936082243826127e-05,1431840,1.0,0.9999860525131226,1.0,77.0394287109375,0.008167884312570095
up_blocks.1.resnets.0.conv_shortcut.weight,up,conv_shortcut,3276800,2861039,0.8731198120117187,2.339648563065566e-05,0.0009765625,2.6796420570462942e-05,2.339648926863447e-05,2.6796416932484135e-05,2861039,1.0,2860668,0,371,0.9998703268288199,0.0,0.00012967317118012023,2861039,1.0,0.9999351501464844,1.0,76.66560363769531,0.0063399518840014935
down_blocks.2.attentions.0.transformer_blocks.0.attn1.to_out.0.weight,down,attn1_to_out,1638400,1431925,0.8739776611328125,4.611701297108084e-05,0.001953125,5.276680531096645e-05,4.611701297108084e-05,5.276680531096645e-05,1431925,1.0,1431871,0,54,0.9999622885276813,0.0,3.771147231873178e-05,1431925,1.0,0.999981164932251,1.0,75.55811309814453,0.007950209081172943
up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v.weight,up,attn2_to_v,491520,444682,0.9047078450520833,0.0001528738794149831,0.003143310546875,0.0001689759810687974,0.0001528738794149831,0.0001689759810687974,444682,1.0,444682,0,0,1.0,0.0,0.0,444682,1.0,1.0,1.0,75.14057159423828,0.03845391795039177
up_blocks.1.resnets.1.conv_shortcut.weight,up,conv_shortcut,3276800,2864504,0.87417724609375,2.252625381515827e-05,0.0009765625,2.5768518753466196e-05,2.2526255634147674e-05,2.5768516934476793e-05,2864504,1.0,2864337,0,167,0.9999417002035954,0.0,5.829979640454333e-05,2864504,1.0,0.9999708533287048,1.0,73.81402587890625,0.0038447489496320486
down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v.weight,down,attn2_to_v,245760,237461,0.9662312825520833,0.00029808419640176,0.002735137939453125,0.0003085019125137478,0.00029808419640176,0.0003085019125137478,237461,1.0,237461,0,0,1.0,0.0,0.0,237461,1.0,0.9999998807907104,1.0,73.25717163085938,0.05318974703550339
mid_block.attentions.0.transformer_blocks.0.attn1.to_v.weight,mid,attn1_to_v,1638400,1432733,0.8744708251953125,4.3863296014023945e-05,0.00048828125,5.015981150791049e-05,4.3863296014023945e-05,5.015981150791049e-05,1432733,1.0,1432674,0,59,0.99995881996157,0.0,4.118003843004942e-05,1432733,1.0,0.9999794363975525,1.0,71.8656234741211,0.007084604352712631
up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_v.weight,up,attn2_to_v,245760,237478,0.9663004557291667,0.00027804920682683587,0.00344085693359375,0.00028774613747373223,0.00027804920682683587,0.00028774613747373223,237478,1.0,237478,0,0,1.0,0.0,0.0,237478,1.0,1.0,1.0,68.3333740234375,0.0436503067612648
down_blocks.2.attentions.0.transformer_blocks.0.attn1.to_v.weight,down,attn1_to_v,1638400,1433454,0.874910888671875,4.111929229111411e-05,0.000732421875,4.6998266043374315e-05,4.111929229111411e-05,4.6998266043374315e-05,1433454,1.0,1433401,0,53,0.9999630263684778,0.0,3.697363152218348e-05,1433454,1.0,0.9999815225601196,1.0,67.3698501586914,0.006338983308523893
mid_block.attentions.0.transformer_blocks.0.attn1.to_k.weight,mid,attn1_to_k,1638400,1432708,0.87445556640625,4.0883736801333725e-05,0.000732421875,4.675336822401732e-05,4.0883736801333725e-05,4.6753364586038515e-05,1432708,1.0,1432661,0,47,0.9999671949901864,0.0,3.2805009813583785e-05,1432708,1.0,0.9999836087226868,1.0,66.98391723632812,0.0062032099813222885
up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_q.weight,up,attn2_to_q,409600,369297,0.90160400390625,0.000162748692673631,0.00490570068359375,0.00018051017832476646,0.000162748692673631,0.00018051017832476646,369297,1.0,369297,0,0,1.0,0.0,0.0,369297,1.0,1.0,1.0,66.661865234375,0.05655073747038841
down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_q.weight,down,attn2_to_q,409600,370545,0.90465087890625,0.00016237101226579398,0.0030689239501953125,0.0001794847339624539,0.00016237101226579398,0.0001794847339624539,370545,1.0,370545,0,0,1.0,0.0,0.0,370545,1.0,1.0,1.0,66.50716400146484,0.04228059947490692
mid_block.attentions.0.transformer_blocks.0.attn1.to_q.weight,mid,attn1_to_q,1638400,1432923,0.8745867919921875,4.028675175504759e-05,0.0009765625,4.606375296134502e-05,4.028675175504759e-05,4.606375296134502e-05,1432923,1.0,1432873,0,50,0.9999651062897309,0.0,3.4893710269149146e-05,1432923,1.0,0.9999825358390808,1.0,66.00581359863281,0.006065609864890575
down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_k.weight,down,attn2_to_k,491520,442512,0.90029296875,0.00012880636495538056,0.00402069091796875,0.00014307160745374858,0.00012880636495538056,0.00014307160745374858,442512,1.0,442512,0,0,1.0,0.0,0.0,442512,1.0,1.0,1.0,63.31090545654297,0.030428018420934677
up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_k.weight,up,attn2_to_k,491520,440697,0.896600341796875,0.00012498411524575204,0.0034942626953125,0.0001393977872794494,0.00012498411524575204,0.0001393977872794494,440697,1.0,440697,0,0,1.0,0.0,0.0,440697,1.0,1.0,1.0,61.43218994140625,0.028591614216566086
up_blocks.0.resnets.0.conv_shortcut.weight,up,conv_shortcut,3276800,2863338,0.8738214111328125,1.8577557057142258e-05,0.00048828125,2.1260129869915545e-05,1.857755887613166e-05,2.1260129869915545e-05,2863338,1.0,2863142,0,196,0.9999315484235533,0.0,6.845157644679042e-05,2863338,1.0,0.9999657869338989,1.0,60.87493896484375,0.0026008596178144217
up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_v.weight,up,attn2_to_v,245760,233896,0.9517252604166667,0.00023779207549523562,0.00270843505859375,0.00024985367781482637,0.00023779207549523562,0.00024985367781482637,233896,1.0,233896,0,0,1.0,0.0,0.0,233896,1.0,1.0,1.0,58.439781188964844,0.03423834964632988
up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_v.weight,up,attn2_to_v,245760,235774,0.9593668619791667,0.00022902143246028572,0.0033721923828125,0.00023872143356129527,0.00022902143246028572,0.00023872143356129527,235774,1.0,235774,0,0,1.0,0.0,0.0,235774,1.0,1.0,1.0,56.284305572509766,0.030641943216323853
up_blocks.3.resnets.0.conv2.weight,up,resnet_conv2,921600,806370,0.8749674479166667,5.702348062186502e-05,0.001953125,6.517212023027241e-05,5.702348062186502e-05,6.517212023027241e-05,806370,1.0,806352,0,18,0.9999776777409873,0.0,2.2322259012612076e-05,806370,1.0,0.999988853931427,1.0,52.55284118652344,0.008658395148813725
down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v.weight,down,attn2_to_v,245760,231783,0.94312744140625,0.00021323726105038077,0.00324249267578125,0.00022609591542277485,0.00021323726105038077,0.00022609591542277485,231783,1.0,231783,0,0,1.0,0.0,0.0,231783,1.0,1.0,1.0,52.405189514160156,0.0322704091668129
up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_q.weight,up,attn2_to_q,409600,366905,0.89576416015625,0.00012458491255529225,0.003505706787109375,0.00013908225810155272,0.00012458491255529225,0.00013908225810155272,366905,1.0,366905,0,0,1.0,0.0,0.0,366905,1.0,1.0,1.0,51.02997970581055,0.021990537643432617
down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_q.weight,down,attn2_to_q,409600,368144,0.8987890625,0.00012375347432680428,0.0037384033203125,0.0001376891159452498,0.00012375347432680428,0.0001376891159452498,368144,1.0,368144,0,0,1.0,0.0,0.0,368144,1.0,1.0,1.0,50.689422607421875,0.02120990678668022
down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_out.0.weight,down,attn2_to_out,102400,101759,0.993740234375,0.00047824904322624207,0.0030059814453125,0.00048126158071681857,0.00047824904322624207,0.00048126158071681857,101759,1.0,101759,0,0,1.0,0.0,0.0,101759,1.0,1.0,1.0,48.97270202636719,0.03966875746846199
down_blocks.0.resnets.1.conv1.weight,down,resnet_conv1,921600,806243,0.8748296440972222,5.261296610115096e-05,0.00146484375,6.0140817367937416e-05,5.261296610115096e-05,6.0140817367937416e-05,806243,1.0,806213,0,30,0.9999627903746141,0.0,3.7209625385894826e-05,806243,1.0,0.9999814033508301,1.0,48.48810958862305,0.00664770882576704
up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_k.weight,up,attn2_to_k,245760,224346,0.9128662109375,0.00019595675985328853,0.003696441650390625,0.0002146609767805785,0.00019595677440520376,0.00021466096222866327,224346,1.0,224346,0,0,1.0,0.0,0.0,224346,1.0,1.0,1.0,48.15833282470703,0.04078353941440582
down_blocks.0.resnets.0.conv1.weight,down,resnet_conv1,921600,805681,0.8742198350694445,4.9372261855751276e-05,0.00146484375,5.647579746437259e-05,4.9372261855751276e-05,5.647579746437259e-05,805681,1.0,805659,0,22,0.9999726939073902,0.0,2.7306092609854273e-05,805681,1.0,0.9999863505363464,1.0,45.5014762878418,0.005511093884706497
up_blocks.3.resnets.2.conv2.weight,up,resnet_conv2,921600,806531,0.8751421440972222,4.8875594075070694e-05,0.0009765625,5.584874452324584e-05,4.8875594075070694e-05,5.584874452324584e-05,806531,1.0,806498,0,33,0.9999590840277683,0.0,4.091597223169351e-05,806531,1.0,0.999979555606842,1.0,45.04374694824219,0.00576739339157939
up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_k.weight,up,attn2_to_k,245760,222984,0.90732421875,0.00017888000002130866,0.003570556640625,0.00019715116650331765,0.00017888000002130866,0.00019715116650331765,222984,1.0,222984,0,0,1.0,0.0,0.0,222984,1.0,1.0,1.0,43.9615478515625,0.03419237956404686
up_blocks.3.resnets.1.conv2.weight,up,resnet_conv2,921600,805886,0.8744422743055555,4.659680416807532e-05,0.001953125,5.328746192390099e-05,4.659680416807532e-05,5.328746192390099e-05,805886,1.0,805856,0,30,0.9999627738910962,0.0,3.722610890374073e-05,805886,1.0,0.9999814033508301,1.0,42.9436149597168,0.005779425147920847
up_blocks.1.resnets.2.conv_shortcut.weight,up,conv_shortcut,2457600,2147480,0.8738118489583333,1.739311483106576e-05,0.00048828125,1.9904871805920266e-05,1.7393116650055163e-05,1.9904871805920266e-05,2147480,1.0,2147316,0,164,0.9999236314191517,0.0,7.636858084825004e-05,2147480,1.0,0.999961793422699,1.0,42.74531936645508,0.0017437624046579003
up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_out.0.weight,up,attn2_to_out,102400,101444,0.9906640625,0.0004073268792126328,0.00295257568359375,0.0004111654998268932,0.0004073268792126328,0.0004111654998268932,101444,1.0,101444,0,0,1.0,0.0,0.0,101444,1.0,1.0,1.0,41.71027374267578,0.03056393191218376
up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_k.weight,up,attn2_to_k,245760,223081,0.9077189127604167,0.00016736802353989333,0.003787994384765625,0.00018438308325130492,0.00016736802353989333,0.00018438308325130492,223081,1.0,223081,0,0,1.0,0.0,0.0,223081,1.0,1.0,1.0,41.13236618041992,0.028011053800582886
down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_k.weight,down,attn2_to_k,245760,223656,0.91005859375,0.00016694521764293313,0.00347900390625,0.0001834444556152448,0.00016694521764293313,0.00018344447016716003,223656,1.0,223656,0,0,1.0,0.0,0.0,223656,1.0,1.0,1.0,41.02845764160156,0.026818113401532173
down_blocks.0.resnets.1.conv2.weight,down,resnet_conv2,921600,805968,0.87453125,4.4125310523668304e-05,0.0009765625,5.0455957534722984e-05,4.4125310523668304e-05,5.0455957534722984e-05,805968,1.0,805923,0,45,0.9999441665177774,0.0,5.583348222261926e-05,805968,1.0,0.9999721050262451,1.0,40.66588592529297,0.0047481730580329895
down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_out.0.weight,down,attn2_to_out,102400,101161,0.987900390625,0.00039549608482047915,0.003634214401245117,0.0004003400099463761,0.00039549608482047915,0.0004003400099463761,101161,1.0,101161,0,0,1.0,0.0,0.0,101161,1.0,1.0,1.0,40.49879837036133,0.029815176501870155
up_blocks.0.resnets.1.conv_shortcut.weight,up,conv_shortcut,3276800,2861906,0.8733843994140625,1.2316075299168006e-05,0.00048828125,1.410154982295353e-05,1.2316076208662707e-05,1.4101546184974723e-05,2861906,1.0,2861592,0,314,0.9998902829093618,0.0,0.00010971709063819705,2861906,1.0,0.9999451637268066,1.0,40.35731506347656,0.001145165995694697
up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_out.0.weight,up,attn2_to_out,102400,101376,0.99,0.0003904546028934419,0.0027933120727539062,0.0003943985793739557,0.0003904546028934419,0.0003943985793739557,101376,1.0,101376,0,0,1.0,0.0,0.0,101376,1.0,1.0,1.0,39.98255157470703,0.028340574353933334
up_blocks.2.resnets.0.conv_shortcut.weight,up,conv_shortcut,1228800,1072874,0.8731070963541666,3.2486026611877605e-05,0.001953125,3.7207380955806e-05,3.2486026611877605e-05,3.720737367984839e-05,1072874,1.0,1072745,0,129,0.9998797622087962,0.0,0.0001202377912038133,1072874,1.0,0.9999398589134216,1.0,39.91883087158203,0.005961797200143337
up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_out.0.weight,up,attn2_to_out,102400,101741,0.993564453125,0.00037630353472195566,0.0034589767456054688,0.0003787409223150462,0.0003763035638257861,0.0003787409223150462,101741,1.0,101741,0,0,1.0,0.0,0.0,101741,1.0,1.0,1.0,38.53348159790039,0.02607240155339241
down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_k.weight,down,attn2_to_k,245760,221516,0.9013509114583333,0.0001544875995023176,0.003185272216796875,0.00017139562987722456,0.0001544875995023176,0.00017139562987722456,221516,1.0,221516,0,0,1.0,0.0,0.0,221516,1.0,0.9999998807907104,1.0,37.96687316894531,0.023324163630604744
down_blocks.0.resnets.0.conv2.weight,down,resnet_conv2,921600,805829,0.8743804253472223,4.0681530663277954e-05,0.000732421875,4.652611823985353e-05,4.068153430125676e-05,4.652611823985353e-05,805829,1.0,805799,0,30,0.999962771257922,0.0,3.7228742078033926e-05,805829,1.0,0.9999814033508301,1.0,37.49209976196289,0.0038623532745987177
up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_q.weight,up,attn1_to_q,409600,358363,0.87490966796875,8.279977191705257e-05,0.0009765625,9.463808237342164e-05,8.279977191705257e-05,9.463808237342164e-05,358363,1.0,358359,0,4,0.999988838133401,0.0,1.1161866598951343e-05,358363,1.0,0.9999943971633911,1.0,33.91478729248047,0.0063403937965631485
down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_q.weight,down,attn1_to_q,409600,358617,0.87552978515625,8.182362944353372e-05,0.0009765625,9.3456132162828e-05,8.182362944353372e-05,9.3456132162828e-05,358617,1.0,358609,0,8,0.9999776920781781,0.0,2.2307921821887976e-05,358617,1.0,0.999988853931427,1.0,33.514957427978516,0.0063364156521856785
up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_k.weight,up,attn1_to_k,409600,358074,0.8742041015625,8.09381454018876e-05,0.0009765625,9.258495265385136e-05,8.09381454018876e-05,9.258495265385136e-05,358074,1.0,358064,0,10,0.9999720728117651,0.0,2.792718823483414e-05,358074,1.0,0.9999860525131226,1.0,33.15226364135742,0.006162434350699186
down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_q.weight,down,attn1_to_q,409600,358418,0.8750439453125,8.075906953308731e-05,0.0009765625,9.22914405236952e-05,8.075906953308731e-05,9.22914405236952e-05,358418,1.0,358413,0,5,0.9999860498077664,0.0,1.395019223364898e-05,358418,1.0,0.9999930262565613,1.0,33.078914642333984,0.006039690226316452
down_blocks.1.attentions.0.transformer_blocks.0.attn1.to_k.weight,down,attn1_to_k,409600,358427,0.87506591796875,7.945455581648275e-05,0.0009765625,9.079836308956146e-05,7.945455581648275e-05,9.079836308956146e-05,358427,1.0,358424,0,3,0.999991630094831,0.0,8.369905168974436e-06,358427,1.0,0.9999958276748657,1.0,32.544586181640625,0.006002066656947136
down_blocks.1.attentions.1.transformer_blocks.0.attn1.to_k.weight,down,attn1_to_k,409600,358138,0.8743603515625,7.882790669100359e-05,0.0009765625,9.015494288178161e-05,7.882790669100359e-05,9.015494288178161e-05,358138,1.0,358134,0,4,0.9999888311209646,0.0,1.1168879035455607e-05,358138,1.0,0.9999943971633911,1.0,32.28791046142578,0.005768253467977047
up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_q.weight,up,attn1_to_q,409600,357970,0.8739501953125,7.717959670117125e-05,0.0009765625,8.831119339447469e-05,7.717959670117125e-05,8.831119339447469e-05,357970,1.0,357963,0,7,0.9999804452887113,0.0,1.9554711288655474e-05,357970,1.0,0.9999902248382568,1.0,31.612762451171875,0.005704791285097599
up_blocks.2.attentions.2.transformer_blocks.0.attn1.to_k.weight,up,attn1_to_k,409600,358480,0.8751953125,7.397484296234325e-05,0.0009765625,8.452381007373333e-05,7.397484296234325e-05,8.452381007373333e-05,358480,1.0,358473,0,7,0.9999804731086811,0.0,1.952689131890203e-05,358480,1.0,0.9999902248382568,1.0,30.300094604492188,0.00541430339217186
up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_q.weight,up,attn1_to_q,409600,358555,0.87537841796875,7.17667571734637e-05,0.0009765625,8.198369323508814e-05,7.176674989750609e-05,8.198369323508814e-05,358555,1.0,358544,0,11,0.9999693213035658,0.0,3.067869643429878e-05,358555,1.0,0.9999846816062927,1.0,29.395662307739258,0.004807727411389351
up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_k.weight,up,attn1_to_k,409600,358052,0.874150390625,7.108389399945736e-05,0.0009765625,8.131769573083147e-05,7.108389399945736e-05,8.131769573083147e-05,358052,1.0,358045,0,7,0.9999804497670729,0.0,1.9550232927060873e-05,358052,1.0,0.9999902248382568,1.0,29.115962982177734,0.004775645677000284
up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_v.weight,up,attn1_to_v,409600,358131,0.87434326171875,6.644455424975604e-05,0.0009765625,7.599368109367788e-05,6.644456880167127e-05,7.599368109367788e-05,358131,1.0,358129,0,2,0.9999944154513293,0.0,5.584548670737802e-06,358131,1.0,0.9999971985816956,1.0,27.21569061279297,0.004138035699725151
up_blocks.0.resnets.2.conv_shortcut.weight,up,conv_shortcut,3276800,2859992,0.87280029296875,8.010878445929848e-06,0.000244140625,9.17836314329179e-06,8.010882083908655e-06,9.178358595818281e-06,2859992,1.0,2859502,0,490,0.999828670849429,0.0,0.00017132915057105054,2859992,1.0,0.9999143481254578,1.0,26.250045776367188,0.0004921898362226784
up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_out.0.weight,up,attn1_to_out,409600,358445,0.87510986328125,6.373864016495645e-05,0.0009765625,7.283501327037811e-05,6.373864016495645e-05,7.283501327037811e-05,358445,1.0,358442,0,3,0.9999916305151418,0.0,8.369484858206977e-06,358445,1.0,0.9999958276748657,1.0,26.10734748840332,0.003792700357735157
up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_v.weight,up,attn1_to_v,409600,357933,0.87385986328125,6.049789590178989e-05,0.000732421875,6.923065666342154e-05,6.049789590178989e-05,6.923065666342154e-05,357933,1.0,357920,0,13,0.9999636803535857,0.0,3.6319646414273063e-05,357933,1.0,0.9999818205833435,1.0,24.779937744140625,0.0034150793217122555
