keys_analyzed,total_numel,total_fp_changed,total_fp_changed_ratio,weighted_same_bucket_ratio_over_fp_changed,weighted_cross_bucket_ratio_over_fp_changed,weighted_q_survival_ratio_over_fp_changed,weighted_closer_to_uce_ratio_over_fp_changed,weighted_closer_to_base_ratio_over_fp_changed,weighted_tie_ratio_over_fp_changed,weighted_collapse_to_base_q_ratio_over_fp_changed,weighted_same_sign_ratio_over_fp_changed,mean_of_key_pct_l2_change,mean_of_key_pct_scalar_changed,mean_of_key_bucket_mean,mean_of_key_update_over_bucket_mean,median_of_key_update_over_bucket_median,mean_of_key_shrinkage,median_of_key_shrinkage
32,19169280,18817635,0.9816558055388622,0.33830967600338724,0.6616903239966128,1.0,0.9999524382314781,0.0,4.7561768521921057e-05,7.758679557765893e-06,1.0,5.838257709278108,98.19576899210612,0.0010526547357585514,1.431727860122919,0.8087497651576996,0.9990147743374109,1.0
