family,pct_l2_change,pct_scalar_changed,update_over_bucket_mean_changed_only,same_bucket_ratio_over_fp_changed,cross_bucket_ratio_over_fp_changed,collapse_to_base_q_ratio_over_fp_changed,closer_to_uce_ratio_over_fp_changed,closer_to_base_ratio_over_fp_changed
to_k,6.0612569988759,98.3303451538086,1.4846328422427177,0.3352390818609946,0.6647609181390054,5.690248562540257e-06,0.9999375992019403,0.0
to_v,5.615258419680314,98.06119283040364,1.3788228780031204,0.34856561549464316,0.6514343845053568,1.1416094179678486e-05,0.9999546739580243,0.0
